,Id,Fecha,Anio,Mes,Dia,Victima_Fatal,Victima_Movilidad,Sexo,Edad
519,20190084,2019-09-27,2019,9,27,CICLISTA,BICICLETA,FEMENINO,40
520,20190085,2019-10-09,2019,10,9,CICLISTA,BICICLETA,MASCULINO,20
521,20190086,2019-10-15,2019,10,15,CONDUCTOR,MOTO,MASCULINO,29
522,20190087,2019-10-21,2019,10,21,CONDUCTOR,MOTO,MASCULINO,41
523,20190088,2019-10-22,2019,10,22,PEATON,PEATON,MASCULINO,27
524,20190089,2019-10-23,2019,10,23,PEATON,PEATON,FEMENINO,92
525,20190090,2019-10-24,2019,10,24,PEATON,PEATON,MASCULINO,67
526,20190091,2019-11-01,2019,11,1,PEATON,PEATON,MASCULINO,35
527,20190092,2019-11-03,2019,11,3,PEATON,PEATON,MASCULINO,37
528,20190093,2019-11-13,2019,11,13,CICLISTA,BICICLETA,MASCULINO,16
529,20190094,2019-11-18,2019,11,18,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,SD
530,20190095,2019-11-20,2019,11,20,CONDUCTOR,MOTO,MASCULINO,SD
531,20190096,2019-11-22,2019,11,22,PEATON,PEATON,MASCULINO,73
532,20190097,2019-11-25,2019,11,25,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23
533,20190098,2019-11-25,2019,11,25,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,61
534,20190100,2019-12-05,2019,12,5,CONDUCTOR,MOTO,MASCULINO,38
535,20190101,2019-12-17,2019,12,17,CONDUCTOR,MOTO,MASCULINO,25
536,20190102,2019-12-17,2019,12,17,CONDUCTOR,MOTO,MASCULINO,18
537,20190103,2019-12-18,2019,12,18,CONDUCTOR,MOTO,MASCULINO,24
538,20190104,2019-12-21,2019,12,21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23
539,20200001,2020-01-04,2020,1,4,PEATON,PEATON,FEMENINO,87
540,20200002,2020-01-05,2020,1,5,CONDUCTOR,MOTO,MASCULINO,36
541,20200003,2020-01-11,2020,1,11,PEATON,PEATON,MASCULINO,44
542,20200004,2020-01-14,2020,1,14,PEATON,PEATON,MASCULINO,82
543,20200005,2020-01-14,2020,1,14,CONDUCTOR,MOTO,MASCULINO,25
544,20200006,2020-01-20,2020,1,20,CONDUCTOR,MOTO,MASCULINO,23
545,20200007,2020-01-27,2020,1,27,PEATON,PEATON,MASCULINO,52
546,20200008,2020-01-30,2020,1,30,CONDUCTOR,MOTO,MASCULINO,49
547,20200009,2020-02-04,2020,2,4,PEATON,PEATON,MASCULINO,48
548,20200010,2020-02-08,2020,2,8,CONDUCTOR,MOTO,MASCULINO,SD
549,20200011,2020-02-12,2020,2,12,CONDUCTOR,MOTO,MASCULINO,31
550,20200012,2020-02-18,2020,2,18,PEATON,PEATON,FEMENINO,66
551,20200013,2020-02-20,2020,2,20,PEATON,PEATON,FEMENINO,58
552,20200014,2020-02-27,2020,2,27,CONDUCTOR,MOTO,MASCULINO,SD
553,20200015,2020-02-28,2020,2,28,CONDUCTOR,MOTO,MASCULINO,29
554,20200016,2020-02-29,2020,2,29,PEATON,PEATON,MASCULINO,68
555,20200017,2020-03-05,2020,3,5,PEATON,PEATON,MASCULINO,SD
556,20200018,2020-03-09,2020,3,9,CONDUCTOR,MOTO,MASCULINO,31
557,20200019,2020-03-10,2020,3,10,PEATON,PEATON,FEMENINO,80
558,20200020,2020-03-13,2020,3,13,PEATON,PEATON,FEMENINO,74
559,20200021,2020-03-14,2020,3,14,PEATON,PEATON,FEMENINO,87
560,20200022,2020-04-07,2020,4,7,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,44
561,20200023,2020-04-09,2020,4,9,CONDUCTOR,AUTO,MASCULINO,44
562,20200024,2020-04-24,2020,4,24,CONDUCTOR,AUTO,MASCULINO,53
563,20200025,2020-05-12,2020,5,12,PEATON,PEATON,MASCULINO,SD
564,20200026,2020-05-17,2020,5,17,CONDUCTOR,MOTO,MASCULINO,28
565,20200027,2020-05-18,2020,5,18,PEATON,PEATON,MASCULINO,76
566,20200028,2020-05-19,2020,5,19,PEATON,PEATON,MASCULINO,91
567,20200029,2020-06-10,2020,6,10,PEATON,PEATON,MASCULINO,80
568,20200030,2020-06-16,2020,6,16,CONDUCTOR,MOTO,MASCULINO,40
569,20200031,2020-06-30,2020,6,30,CONDUCTOR,MOTO,MASCULINO,29
570,20200032,2020-07-10,2020,7,10,CONDUCTOR,MOTO,MASCULINO,21
571,20200033,2020-07-19,2020,7,19,CONDUCTOR,AUTO,MASCULINO,32
572,20200034,2020-08-02,2020,8,2,PEATON,PEATON,FEMENINO,SD
573,20200035,2020-08-04,2020,8,4,CONDUCTOR,MOTO,MASCULINO,40
574,20200036,2020-08-07,2020,8,7,PEATON,PEATON,MASCULINO,72
575,20200037,2020-08-29,2020,8,29,PEATON,PEATON,MASCULINO,38
576,20200038,2020-08-30,2020,8,30,CONDUCTOR,AUTO,MASCULINO,46
577,20200038,2020-08-30,2020,8,30,CONDUCTOR,AUTO,MASCULINO,64
578,20200039,2020-09-01,2020,9,1,PEATON,PEATON,MASCULINO,44
579,20200040,2020-09-12,2020,9,12,CONDUCTOR,AUTO,MASCULINO,SD
580,20200041,2020-09-28,2020,9,28,CONDUCTOR,MOTO,MASCULINO,34
581,20200042,2020-09-29,2020,9,29,PEATON,PEATON,FEMENINO,53
582,20200043,2020-09-30,2020,9,30,PEATON,PEATON,MASCULINO,64
583,20200044,2020-10-05,2020,10,5,CONDUCTOR,AUTO,MASCULINO,43
584,20200045,2020-10-19,2020,10,19,CONDUCTOR,AUTO,MASCULINO,50
585,20200046,2020-10-27,2020,10,27,CONDUCTOR,MOTO,MASCULINO,41
586,20200047,2020-10-27,2020,10,27,PEATON,PEATON,MASCULINO,15
587,20200048,2020-10-29,2020,10,29,CONDUCTOR,MOTO,MASCULINO,41
588,20200049,2020-10-30,2020,10,30,PEATON,PEATON,MASCULINO,36
589,20200050,2020-11-01,2020,11,1,PEATON,PEATON,FEMENINO,28
590,20200051,2020-11-05,2020,11,5,CONDUCTOR,MOTO,MASCULINO,49
591,20200052,2020-11-07,2020,11,7,CICLISTA,BICICLETA,MASCULINO,44
592,20200053,2020-11-09,2020,11,9,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,27
593,20200054,2020-11-19,2020,11,19,CICLISTA,BICICLETA,MASCULINO,59
594,20200055,2020-11-19,2020,11,19,PEATON,PEATON,MASCULINO,91
595,20200056,2020-11-21,2020,11,21,CONDUCTOR,MOTO,FEMENINO,34
596,20200057,2020-11-23,2020,11,23,PEATON,PEATON,MASCULINO,84
597,20200058,2020-11-24,2020,11,24,PEATON,PEATON,MASCULINO,57
598,20200059,2020-12-01,2020,12,1,PEATON,PEATON,FEMENINO,49
599,20200060,2020-12-03,2020,12,3,PEATON,PEATON,FEMENINO,69
600,20200061,2020-12-03,2020,12,3,CONDUCTOR,MOTO,MASCULINO,45
601,20200062,2020-12-04,2020,12,4,CICLISTA,BICICLETA,MASCULINO,47
602,20200063,2020-12-05,2020,12,5,PEATON,PEATON,MASCULINO,38
603,20200063,2020-12-05,2020,12,5,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21
604,20200065,2020-12-05,2020,12,5,CONDUCTOR,MOTO,MASCULINO,24
605,20200066,2020-12-07,2020,12,7,CONDUCTOR,MOTO,MASCULINO,27
606,20200067,2020-12-11,2020,12,11,PEATON,PEATON,MASCULINO,51
607,20200068,2020-12-12,2020,12,12,CONDUCTOR,MOTO,MASCULINO,71
608,20200069,2020-12-15,2020,12,15,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25
609,20200070,2020-12-17,2020,12,17,PEATON,PEATON,FEMENINO,81
610,20200071,2020-12-17,2020,12,17,PEATON,PEATON,MASCULINO,4
611,20200072,2020-12-19,2020,12,19,CICLISTA,BICICLETA,MASCULINO,42
612,20200073,2020-12-20,2020,12,20,CONDUCTOR,MOTO,MASCULINO,56
613,20200074,2020-12-20,2020,12,20,CONDUCTOR,AUTO,MASCULINO,39
614,20200075,2020-12-23,2020,12,23,PEATON,PEATON,MASCULINO,23
615,20200076,2020-12-24,2020,12,24,CONDUCTOR,AUTO,FEMENINO,78
616,20200077,2020-12-25,2020,12,25,CONDUCTOR,MOTO,FEMENINO,30
617,20200077,2020-12-25,2020,12,25,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,24
618,20200078,2020-12-25,2020,12,25,CICLISTA,BICICLETA,MASCULINO,26
619,20200079,2020-12-27,2020,12,27,CONDUCTOR,MOTO,MASCULINO,28
620,20210001,2021-01-06,2021,1,6,CONDUCTOR,MOTO,MASCULINO,36
621,20210002,2021-01-07,2021,1,7,CONDUCTOR,MOTO,FEMENINO,47
622,20210003,2021-01-10,2021,1,10,CONDUCTOR,MOTO,MASCULINO,27
623,20210004,2021-01-11,2021,1,11,PEATON,PEATON,FEMENINO,61
624,20210005,2021-01-11,2021,1,11,PEATON,PEATON,MASCULINO,73
625,20210006,2021-01-12,2021,1,12,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23
626,20210007,2021-01-18,2021,1,18,CONDUCTOR,MOTO,MASCULINO,84
627,20210008,2021-01-22,2021,1,22,PEATON,PEATON,MASCULINO,28
628,20210009,2021-01-23,2021,1,23,CONDUCTOR,MOTO,MASCULINO,31
629,20210010,2021-01-23,2021,1,23,CONDUCTOR,MOTO,MASCULINO,28
630,20210011,2021-01-27,2021,1,27,PEATON,PEATON,MASCULINO,21
631,20210012,2021-01-29,2021,1,29,PEATON,PEATON,MASCULINO,SD
632,20210013,2021-01-31,2021,1,31,CONDUCTOR,MOTO,MASCULINO,41
633,20210014,2021-02-02,2021,2,2,PEATON,PEATON,MASCULINO,28
634,20210015,2021-02-06,2021,2,6,CONDUCTOR,MOTO,MASCULINO,26
635,20210016,2021-02-14,2021,2,14,CONDUCTOR,AUTO,MASCULINO,22
636,20210017,2021-02-17,2021,2,17,CONDUCTOR,MOTO,MASCULINO,33
637,20210018,2021-02-20,2021,2,20,PEATON,PEATON,MASCULINO,36
638,20210019,2021-02-21,2021,2,21,CONDUCTOR,MOTO,MASCULINO,30
639,20210020,2021-02-21,2021,2,21,PEATON,PEATON,FEMENINO,SD
640,20210021,2021-02-26,2021,2,26,CONDUCTOR,MOTO,MASCULINO,39
641,20210022,2021-02-28,2021,2,28,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,68
642,20210023,2021-03-01,2021,3,1,CONDUCTOR,MOTO,MASCULINO,24
643,20210024,2021-03-03,2021,3,3,CICLISTA,BICICLETA,MASCULINO,5
644,20210025,2021-03-11,2021,3,11,CONDUCTOR,MOTO,MASCULINO,37
645,20210026,2021-03-15,2021,3,15,CONDUCTOR,MOTO,MASCULINO,36
646,20210027,2021-03-16,2021,3,16,CONDUCTOR,MOTO,FEMENINO,19
647,20210028,2021-03-29,2021,3,29,PEATON,PEATON,MASCULINO,SD
648,20210029,2021-03-31,2021,3,31,CONDUCTOR,AUTO,MASCULINO,26
649,20210030,2021-04-03,2021,4,3,PEATON,PEATON,MASCULINO,36
650,20210031,2021-04-07,2021,4,7,PEATON,PEATON,FEMENINO,68
651,20210032,2021-04-10,2021,4,10,PEATON,PEATON,MASCULINO,60
652,20210033,2021-04-14,2021,4,14,CONDUCTOR,AUTO,MASCULINO,33
653,20210034,2021-04-19,2021,4,19,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26
654,20210035,2021-05-03,2021,5,3,CONDUCTOR,MOTO,MASCULINO,24
655,20210036,2021-05-09,2021,5,9,CONDUCTOR,MOTO,MASCULINO,36
656,20210037,2021-05-11,2021,5,11,PEATON,PEATON,FEMENINO,58
657,20210038,2021-05-14,2021,5,14,CONDUCTOR,MOTO,FEMENINO,44
658,20210039,2021-05-15,2021,5,15,CICLISTA,BICICLETA,MASCULINO,86
659,20210040,2021-05-20,2021,5,20,CONDUCTOR,MOTO,MASCULINO,27
660,20210041,2021-05-20,2021,5,20,PEATON,PEATON,MASCULINO,75
661,20210042,2021-05-21,2021,5,21,PEATON,PEATON,MASCULINO,39
662,20210043,2021-05-22,2021,5,22,PEATON,PEATON,MASCULINO,50
663,20210044,2021-05-25,2021,5,25,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21
664,20210045,2021-05-26,2021,5,26,CONDUCTOR,MOTO,MASCULINO,22
665,20210046,2021-05-31,2021,5,31,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,20
666,20210047,2021-06-02,2021,6,2,CONDUCTOR,MOTO,MASCULINO,59
667,20210048,2021-06-03,2021,6,3,CICLISTA,BICICLETA,MASCULINO,44
668,20210049,2021-06-03,2021,6,3,CONDUCTOR,AUTO,MASCULINO,74
669,20210050,2021-06-10,2021,6,10,CONDUCTOR,MOTO,MASCULINO,56
670,20210051,2021-06-15,2021,6,15,PEATON,PEATON,MASCULINO,73
671,20210052,2021-06-20,2021,6,20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19
672,20210053,2021-06-20,2021,6,20,PEATON,PEATON,MASCULINO,58
673,20210054,2021-06-22,2021,6,22,CONDUCTOR,MOTO,MASCULINO,41
674,20210055,2021-06-29,2021,6,29,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,47
675,20210056,2021-07-09,2021,7,9,CICLISTA,BICICLETA,MASCULINO,60
676,20210057,2021-07-10,2021,7,10,CONDUCTOR,AUTO,MASCULINO,46
677,20210058,2021-07-21,2021,7,21,PEATON,PEATON,MASCULINO,24
678,20210059,2021-07-22,2021,7,22,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,44
679,20210060,2021-07-22,2021,7,22,PEATON,PEATON,FEMENINO,80
680,20210061,2021-07-24,2021,7,24,PEATON,PEATON,FEMENINO,55
681,20210062,2021-07-27,2021,7,27,CONDUCTOR,AUTO,MASCULINO,73
682,20210063,2021-08-02,2021,8,2,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,31
683,20210064,2021-08-02,2021,8,2,PEATON,PEATON,MASCULINO,37
684,20210065,2021-08-06,2021,8,6,PEATON,PEATON,FEMENINO,63
685,20210066,2021-08-06,2021,8,6,PEATON,PEATON,MASCULINO,59
686,20210067,2021-08-08,2021,8,8,CONDUCTOR,MOTO,MASCULINO,27
687,20210068,2021-08-15,2021,8,15,CONDUCTOR,MOTO,MASCULINO,39
688,20210069,2021-08-20,2021,8,20,PEATON,PEATON,MASCULINO,17
689,20210070,2021-08-28,2021,8,28,CONDUCTOR,MOTO,MASCULINO,31
690,20210071,2021-08-31,2021,8,31,PEATON,PEATON,MASCULINO,88
691,20210072,2021-09-01,2021,9,1,PEATON,PEATON,FEMENINO,57
692,20210073,2021-09-18,2021,9,18,CICLISTA,BICICLETA,FEMENINO,76
693,20210074,2021-09-20,2021,9,20,CONDUCTOR,MOTO,MASCULINO,55
694,20210075,2021-09-21,2021,9,21,PEATON,PEATON,MASCULINO,65
695,20210076,2021-10-16,2021,10,16,CONDUCTOR,MOTO,MASCULINO,31
696,20210077,2021-10-18,2021,10,18,CONDUCTOR,MOTO,FEMENINO,31
697,20210078,2021-10-23,2021,10,23,CONDUCTOR,MOTO,MASCULINO,22
698,20210079,2021-10-25,2021,10,25,PEATON,PEATON,MASCULINO,SD
699,20210080,2021-10-28,2021,10,28,CONDUCTOR,MOTO,MASCULINO,32
700,20210081,2021-11-02,2021,11,2,CONDUCTOR,MOTO,MASCULINO,26
701,20210082,2021-11-06,2021,11,6,CONDUCTOR,MOTO,MASCULINO,38
702,20210083,2021-11-09,2021,11,9,CONDUCTOR,MOTO,MASCULINO,30
703,20210084,2021-11-11,2021,11,11,CONDUCTOR,AUTO,MASCULINO,32
704,20210097,2021-11-18,2021,11,18,CICLISTA,BICICLETA,MASCULINO,53
705,20210085,2021-11-20,2021,11,20,CONDUCTOR,MOTO,MASCULINO,49
706,20210086,2021-11-25,2021,11,25,PEATON,PEATON,MASCULINO,75
707,20210087,2021-11-27,2021,11,27,PEATON,PEATON,FEMENINO,73
708,20210088,2021-12-01,2021,12,1,CONDUCTOR,MOTO,MASCULINO,45
709,20210089,2021-12-02,2021,12,2,CONDUCTOR,MOTO,MASCULINO,41
710,20210090,2021-12-10,2021,12,10,PEATON,PEATON,MASCULINO,73
711,20210091,2021-12-11,2021,12,11,CONDUCTOR,MOTO,MASCULINO,24
712,20210092,2021-12-12,2021,12,12,PEATON,PEATON,FEMENINO,50
713,20210093,2021-12-13,2021,12,13,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,18
714,20210094,2021-12-20,2021,12,20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,43
715,20210095,2021-12-30,2021,12,30,CONDUCTOR,MOTO,MASCULINO,27
716,20210096,2021-12-15,2021,12,15,CONDUCTOR,AUTO,MASCULINO,60
